benchmark-broker-runtime=Confluent Local 7.5.0-ccs
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentCrossPartitionConsumerHandling/sequential/128B/none/golib-policy-16         	      10	  16603292 ns/op	   0.08 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29818 B/op	     315 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    654983 ns/op	   1.97 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31410 B/op	     328 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	   1343596 ns/op	   0.96 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   26554 B/op	     298 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    657325 ns/op	   1.96 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31172 B/op	     326 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    625200 ns/op	   2.06 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30768 B/op	     323 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	   1791550 ns/op	   0.72 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   27896 B/op	     307 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    685887 ns/op	   1.88 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30947 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    567788 ns/op	   2.27 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30955 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    776738 ns/op	   1.66 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30936 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/golib-policy-16         	      10	    855513 ns/op	   1.51 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30458 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    578538 ns/op	   2.23 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23285 B/op	     221 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    851513 ns/op	   1.51 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22893 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1708613 ns/op	   0.75 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   19870 B/op	     197 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    690825 ns/op	   1.86 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23047 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1475342 ns/op	   0.87 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   21541 B/op	     209 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    730125 ns/op	   1.76 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22837 B/op	     222 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    647996 ns/op	   1.99 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23298 B/op	     222 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1257792 ns/op	   1.02 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22359 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    815137 ns/op	   1.58 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22482 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    693225 ns/op	   1.86 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22532 B/op	     220 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1378871 ns/op	   0.93 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   21804 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1222396 ns/op	   1.05 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22135 B/op	     215 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1104196 ns/op	   1.17 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22512 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1310167 ns/op	   0.98 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23092 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1319175 ns/op	   0.98 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22120 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1964854 ns/op	   0.66 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   21920 B/op	     213 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    793458 ns/op	   1.62 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23197 B/op	     220 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	    910225 ns/op	   1.42 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22697 B/op	     221 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1217925 ns/op	   1.06 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22595 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/128B/snappy/raw-franz-go-16         	      10	   1092454 ns/op	   1.18 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   23007 B/op	     221 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   3068979 ns/op	   2.76 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   32672 B/op	     312 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1408666 ns/op	   6.00 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   35389 B/op	     319 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   2589371 ns/op	   3.27 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   32683 B/op	     308 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1648437 ns/op	   5.13 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   34625 B/op	     321 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    947358 ns/op	   8.93 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29756 B/op	     302 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1188741 ns/op	   7.11 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31336 B/op	     307 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    959475 ns/op	   8.81 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   35579 B/op	     318 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    797000 ns/op	  10.61 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   32141 B/op	     307 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    941771 ns/op	   8.98 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   27864 B/op	     303 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1000742 ns/op	   8.45 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   34184 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    575854 ns/op	  14.68 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   36493 B/op	     326 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1055288 ns/op	   8.01 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   36191 B/op	     323 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    888258 ns/op	   9.52 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   36187 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    743738 ns/op	  11.37 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   36942 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    679033 ns/op	  12.45 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   37138 B/op	     323 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    668025 ns/op	  12.66 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   38085 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1538346 ns/op	   5.50 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   34427 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1144629 ns/op	   7.39 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   34410 B/op	     319 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	   1179008 ns/op	   7.17 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   34389 B/op	     317 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/golib-policy-16          	      10	    625833 ns/op	  13.51 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   35382 B/op	     324 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   1020058 ns/op	   8.29 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   25995 B/op	     213 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   1732612 ns/op	   4.88 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   25469 B/op	     211 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    624233 ns/op	  13.55 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30215 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   1578812 ns/op	   5.36 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   24268 B/op	     208 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   2449546 ns/op	   3.45 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   24268 B/op	     202 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    514075 ns/op	  16.45 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   28321 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    495250 ns/op	  17.07 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   28872 B/op	     215 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    658987 ns/op	  12.83 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30359 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    668683 ns/op	  12.65 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29288 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    564313 ns/op	  14.98 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29271 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   1009838 ns/op	   8.37 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29166 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    964542 ns/op	   8.77 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29316 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    744196 ns/op	  11.36 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   28533 B/op	     220 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    500842 ns/op	  16.88 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29356 B/op	     220 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    486696 ns/op	  17.37 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30324 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    487367 ns/op	  17.35 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30218 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    502942 ns/op	  16.81 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30373 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	   1232063 ns/op	   6.86 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   22892 B/op	     196 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    870729 ns/op	   9.71 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   28354 B/op	     219 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/none/raw-franz-go-16          	      10	    607158 ns/op	  13.93 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29161 B/op	     218 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    641600 ns/op	  13.18 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   42393 B/op	     332 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    733650 ns/op	  11.53 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41649 B/op	     335 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1216679 ns/op	   6.95 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   40468 B/op	     330 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    550746 ns/op	  15.35 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   42903 B/op	     332 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    803787 ns/op	  10.52 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   38994 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    617034 ns/op	  13.70 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41364 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1204321 ns/op	   7.02 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   38681 B/op	     319 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    665046 ns/op	  12.71 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41700 B/op	     332 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1101125 ns/op	   7.68 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41218 B/op	     332 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   2737121 ns/op	   3.09 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41104 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1479321 ns/op	   5.72 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   39100 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   2734842 ns/op	   3.09 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   35153 B/op	     312 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1504583 ns/op	   5.62 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   39243 B/op	     327 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   5325758 ns/op	   1.59 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   36409 B/op	     318 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   5601950 ns/op	   1.51 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   40124 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1384796 ns/op	   6.11 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   40321 B/op	     325 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    761642 ns/op	  11.10 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41516 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	   1593021 ns/op	   5.31 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41108 B/op	     332 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    787879 ns/op	  10.73 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41362 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/golib-policy-16        	      10	    684321 ns/op	  12.36 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   41408 B/op	     331 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    866367 ns/op	   9.76 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   32312 B/op	     222 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   1878508 ns/op	   4.50 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29196 B/op	     215 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    844071 ns/op	  10.02 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   33874 B/op	     226 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   1657396 ns/op	   5.10 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   30929 B/op	     221 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   2113804 ns/op	   4.00 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   25372 B/op	     202 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   1402275 ns/op	   6.03 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31384 B/op	     217 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    981021 ns/op	   8.62 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   24876 B/op	     201 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   1417058 ns/op	   5.97 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   21860 B/op	     189 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	   1159583 ns/op	   7.29 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29715 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    751271 ns/op	  11.26 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31479 B/op	     220 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    807304 ns/op	  10.47 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   29476 B/op	     214 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    664071 ns/op	  12.73 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31905 B/op	     222 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    745679 ns/op	  11.34 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   33834 B/op	     227 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    832371 ns/op	  10.16 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   33897 B/op	     227 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    631454 ns/op	  13.39 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   33584 B/op	     227 allocs/op
BenchmarkEquivalentCrossPartitionConsumerHandling/parallel/1024B/snappy/raw-franz-go-16        	      10	    729738 ns/op	  11.59 MB/s	         1.000 commits/op	       256.0 handler-rounds/record	         8.000 partitions/op	         8.000 records/op	   31553 B/op	     221 allocs/op
