benchmark-broker-runtime=Confluent Local 7.5.0-ccs
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentReplay/10-records/128B/none/golib-policy-16         	       1	  24325334 ns/op	   0.06 MB/s	        10.00 records/op	  156608 B/op	    1311 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	 135491500 ns/op	   0.11 MB/s	       100.0 records/op	  206976 B/op	    1489 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  24558750 ns/op	   0.61 MB/s	       100.0 records/op	  208040 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  20733042 ns/op	   0.73 MB/s	       100.0 records/op	  220104 B/op	    1658 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  76812834 ns/op	   0.20 MB/s	       100.0 records/op	  219848 B/op	    1680 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  33327916 ns/op	   0.45 MB/s	       100.0 records/op	  206688 B/op	    1489 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  27087083 ns/op	   0.56 MB/s	       100.0 records/op	  207592 B/op	    1488 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  20400000 ns/op	   0.74 MB/s	       100.0 records/op	  206224 B/op	    1486 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  18817500 ns/op	   0.80 MB/s	       100.0 records/op	  207288 B/op	    1488 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  22020125 ns/op	   0.69 MB/s	       100.0 records/op	  207624 B/op	    1489 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  23933417 ns/op	   0.63 MB/s	       100.0 records/op	  221952 B/op	    1673 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  45290375 ns/op	   0.33 MB/s	       100.0 records/op	  209352 B/op	    1524 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  29937541 ns/op	   0.50 MB/s	       100.0 records/op	  222208 B/op	    1697 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/golib-policy-16        	       1	  22214500 ns/op	   0.68 MB/s	       100.0 records/op	  220896 B/op	    1682 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  15803958 ns/op	   0.96 MB/s	       100.0 records/op	  192736 B/op	    1255 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  40732750 ns/op	   0.37 MB/s	       100.0 records/op	  193768 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  22339875 ns/op	   0.68 MB/s	       100.0 records/op	  194008 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  43447209 ns/op	   0.35 MB/s	       100.0 records/op	  194536 B/op	    1261 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  18292958 ns/op	   0.83 MB/s	       100.0 records/op	  193784 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	   9627792 ns/op	   1.57 MB/s	       100.0 records/op	  194680 B/op	    1265 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  14982291 ns/op	   1.01 MB/s	       100.0 records/op	  194216 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  54085042 ns/op	   0.28 MB/s	       100.0 records/op	  193624 B/op	    1254 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  14905208 ns/op	   1.01 MB/s	       100.0 records/op	  193608 B/op	    1254 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  17613375 ns/op	   0.86 MB/s	       100.0 records/op	  192736 B/op	    1255 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  13971584 ns/op	   1.08 MB/s	       100.0 records/op	  193784 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  58962375 ns/op	   0.26 MB/s	       100.0 records/op	  194216 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  24582791 ns/op	   0.61 MB/s	       100.0 records/op	  193768 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  48319083 ns/op	   0.31 MB/s	       100.0 records/op	  193752 B/op	    1257 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  23014667 ns/op	   0.66 MB/s	       100.0 records/op	  194216 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  16495292 ns/op	   0.92 MB/s	       100.0 records/op	  193184 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  15863709 ns/op	   0.95 MB/s	       100.0 records/op	  196176 B/op	    1269 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  16317709 ns/op	   0.93 MB/s	       100.0 records/op	  193704 B/op	    1255 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  15303709 ns/op	   0.99 MB/s	       100.0 records/op	  193800 B/op	    1258 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/raw-franz-go-16        	       1	  16526083 ns/op	   0.91 MB/s	       100.0 records/op	  192736 B/op	    1256 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 399131167 ns/op	   0.04 MB/s	       100.0 records/op	  204632 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 419763792 ns/op	   0.04 MB/s	       100.0 records/op	  131608 B/op	    1000 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 400656292 ns/op	   0.04 MB/s	       100.0 records/op	  139032 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 388916917 ns/op	   0.04 MB/s	       100.0 records/op	  131656 B/op	    1001 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 611869625 ns/op	   0.02 MB/s	       100.0 records/op	  285208 B/op	    1243 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 440169167 ns/op	   0.03 MB/s	       100.0 records/op	  255512 B/op	     927 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 418470000 ns/op	   0.04 MB/s	       100.0 records/op	  124184 B/op	     921 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 393020334 ns/op	   0.04 MB/s	       100.0 records/op	  197560 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 397344667 ns/op	   0.04 MB/s	       100.0 records/op	  124536 B/op	     925 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 398406542 ns/op	   0.04 MB/s	       100.0 records/op	  197544 B/op	    1006 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 406394959 ns/op	   0.04 MB/s	       100.0 records/op	  131960 B/op	    1004 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 403109416 ns/op	   0.04 MB/s	       100.0 records/op	  257224 B/op	     972 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 415709666 ns/op	   0.04 MB/s	       100.0 records/op	  116760 B/op	     842 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 414428666 ns/op	   0.04 MB/s	       100.0 records/op	  277784 B/op	    1164 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 406231875 ns/op	   0.04 MB/s	       100.0 records/op	  197208 B/op	    1002 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 417007667 ns/op	   0.04 MB/s	       100.0 records/op	  204616 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 430708709 ns/op	   0.04 MB/s	       100.0 records/op	  328680 B/op	    1010 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 410209417 ns/op	   0.04 MB/s	       100.0 records/op	  131608 B/op	    1000 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 384834167 ns/op	   0.04 MB/s	       100.0 records/op	  131624 B/op	    1000 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/kafka-go-16            	       1	 399200375 ns/op	   0.04 MB/s	       100.0 records/op	  190424 B/op	     932 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 614057083 ns/op	   0.02 MB/s	       100.0 records/op	  287312 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 615568500 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 634529417 ns/op	   0.02 MB/s	       100.0 records/op	  287280 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 632949875 ns/op	   0.02 MB/s	       100.0 records/op	  287296 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 612963916 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 639488833 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 619257167 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 622494084 ns/op	   0.02 MB/s	       100.0 records/op	  287048 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 630567916 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 639567625 ns/op	   0.02 MB/s	       100.0 records/op	  287080 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 620215500 ns/op	   0.02 MB/s	       100.0 records/op	  287280 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 610420125 ns/op	   0.02 MB/s	       100.0 records/op	  287312 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 613199750 ns/op	   0.02 MB/s	       100.0 records/op	  287312 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 610485416 ns/op	   0.02 MB/s	       100.0 records/op	  287280 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 612932000 ns/op	   0.02 MB/s	       100.0 records/op	  287048 B/op	    1075 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 609989125 ns/op	   0.02 MB/s	       100.0 records/op	  287416 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 613066292 ns/op	   0.02 MB/s	       100.0 records/op	  287312 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 613746208 ns/op	   0.02 MB/s	       100.0 records/op	  287312 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 612000958 ns/op	   0.02 MB/s	       100.0 records/op	  287064 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/128B/none/sarama-16              	       1	 610968958 ns/op	   0.02 MB/s	       100.0 records/op	  287080 B/op	    1076 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   5814375 ns/op	   2.60 MB/s	       100.0 records/op	  232720 B/op	    1537 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   4626291 ns/op	   3.26 MB/s	       100.0 records/op	  240016 B/op	    1532 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   6436917 ns/op	   2.35 MB/s	       100.0 records/op	  251056 B/op	    1667 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   6832167 ns/op	   2.21 MB/s	       100.0 records/op	  242992 B/op	    1675 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   4881792 ns/op	   3.09 MB/s	       100.0 records/op	  240048 B/op	    1534 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   6471875 ns/op	   2.33 MB/s	       100.0 records/op	  251568 B/op	    1671 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   5872292 ns/op	   2.57 MB/s	       100.0 records/op	  240064 B/op	    1533 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	  11626375 ns/op	   1.30 MB/s	       100.0 records/op	  232672 B/op	    1536 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7448125 ns/op	   2.03 MB/s	       100.0 records/op	  252688 B/op	    1688 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	  11965084 ns/op	   1.26 MB/s	       100.0 records/op	  250648 B/op	    1676 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	  13087541 ns/op	   1.15 MB/s	       100.0 records/op	  229144 B/op	    1494 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	  15259208 ns/op	   0.99 MB/s	       100.0 records/op	  237224 B/op	    1496 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7239000 ns/op	   2.09 MB/s	       100.0 records/op	  251128 B/op	    1683 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7998333 ns/op	   1.89 MB/s	       100.0 records/op	  251920 B/op	    1682 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7969625 ns/op	   1.89 MB/s	       100.0 records/op	  250800 B/op	    1667 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   8627792 ns/op	   1.75 MB/s	       100.0 records/op	  240080 B/op	    1516 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	  10958583 ns/op	   1.38 MB/s	       100.0 records/op	  252048 B/op	    1682 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   8511042 ns/op	   1.77 MB/s	       100.0 records/op	  240984 B/op	    1533 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7817208 ns/op	   1.93 MB/s	       100.0 records/op	  251200 B/op	    1669 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/golib-policy-16      	       1	   7892292 ns/op	   1.91 MB/s	       100.0 records/op	  251776 B/op	    1681 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	   5269709 ns/op	   2.87 MB/s	       100.0 records/op	  215656 B/op	    1265 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  25290875 ns/op	   0.60 MB/s	       100.0 records/op	  214400 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	   5724125 ns/op	   2.64 MB/s	       100.0 records/op	  223480 B/op	    1264 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	   5318875 ns/op	   2.84 MB/s	       100.0 records/op	  215320 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	   8161292 ns/op	   1.85 MB/s	       100.0 records/op	  216688 B/op	    1267 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  19212917 ns/op	   0.79 MB/s	       100.0 records/op	  223256 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  13316792 ns/op	   1.13 MB/s	       100.0 records/op	  224272 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  29662792 ns/op	   0.51 MB/s	       100.0 records/op	  224136 B/op	    1268 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  12890667 ns/op	   1.17 MB/s	       100.0 records/op	  215432 B/op	    1262 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  11124083 ns/op	   1.36 MB/s	       100.0 records/op	  224736 B/op	    1266 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  13549000 ns/op	   1.11 MB/s	       100.0 records/op	  224120 B/op	    1269 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  12198125 ns/op	   1.24 MB/s	       100.0 records/op	  222192 B/op	    1259 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  13388125 ns/op	   1.13 MB/s	       100.0 records/op	  216944 B/op	    1268 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  10337000 ns/op	   1.46 MB/s	       100.0 records/op	  216496 B/op	    1265 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  13314166 ns/op	   1.13 MB/s	       100.0 records/op	  223224 B/op	    1261 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  14491666 ns/op	   1.04 MB/s	       100.0 records/op	  215448 B/op	    1263 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  19028250 ns/op	   0.79 MB/s	       100.0 records/op	  222880 B/op	    1266 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  17652167 ns/op	   0.86 MB/s	       100.0 records/op	  222176 B/op	    1259 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	 360759792 ns/op	   0.04 MB/s	       100.0 records/op	  224464 B/op	    1264 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/raw-franz-go-16      	       1	  48238792 ns/op	   0.31 MB/s	       100.0 records/op	  220248 B/op	    1273 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 411918625 ns/op	   0.04 MB/s	       100.0 records/op	  132184 B/op	    1010 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 404943750 ns/op	   0.04 MB/s	       100.0 records/op	  197928 B/op	    1014 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 398141625 ns/op	   0.04 MB/s	       100.0 records/op	  155912 B/op	    1260 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 435031959 ns/op	   0.03 MB/s	       100.0 records/op	  281560 B/op	     860 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 403947916 ns/op	   0.04 MB/s	       100.0 records/op	  139608 B/op	    1089 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 412870291 ns/op	   0.04 MB/s	       100.0 records/op	  296392 B/op	    1018 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 426214375 ns/op	   0.04 MB/s	       100.0 records/op	  230648 B/op	    1014 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 393578792 ns/op	   0.04 MB/s	       100.0 records/op	  296408 B/op	    1018 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 384520083 ns/op	   0.04 MB/s	       100.0 records/op	  183096 B/op	     856 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 426683167 ns/op	   0.04 MB/s	       100.0 records/op	  223896 B/op	     944 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 391768542 ns/op	   0.04 MB/s	       100.0 records/op	  190504 B/op	     935 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 405937750 ns/op	   0.04 MB/s	       100.0 records/op	  132184 B/op	    1010 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 414793666 ns/op	   0.04 MB/s	       100.0 records/op	  230648 B/op	    1014 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 415022458 ns/op	   0.04 MB/s	       100.0 records/op	  290408 B/op	     942 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 396653625 ns/op	   0.04 MB/s	       100.0 records/op	  305528 B/op	    1142 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 411601667 ns/op	   0.04 MB/s	       100.0 records/op	  124760 B/op	     931 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 419112334 ns/op	   0.04 MB/s	       100.0 records/op	  288968 B/op	     939 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 433370708 ns/op	   0.03 MB/s	       100.0 records/op	  238072 B/op	    1093 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 429093166 ns/op	   0.04 MB/s	       100.0 records/op	  245496 B/op	    1172 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/kafka-go-16          	       1	 454027959 ns/op	   0.03 MB/s	       100.0 records/op	  183752 B/op	     865 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 640608583 ns/op	   0.02 MB/s	       100.0 records/op	  292176 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 626249000 ns/op	   0.02 MB/s	       100.0 records/op	  292144 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 613167583 ns/op	   0.02 MB/s	       100.0 records/op	  292176 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 627166042 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 114385958 ns/op	   0.13 MB/s	       100.0 records/op	  289160 B/op	    1037 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 631170583 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 642987500 ns/op	   0.02 MB/s	       100.0 records/op	  292120 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 612237375 ns/op	   0.02 MB/s	       100.0 records/op	  291928 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 802572625 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 631898750 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 642201208 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 621527833 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1080 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 617611458 ns/op	   0.02 MB/s	       100.0 records/op	  291912 B/op	    1077 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 628491292 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1081 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 626279167 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 627012667 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 682723334 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 611713875 ns/op	   0.02 MB/s	       100.0 records/op	  292160 B/op	    1079 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 639821958 ns/op	   0.02 MB/s	       100.0 records/op	  291944 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/128B/snappy/sarama-16            	       1	 626849750 ns/op	   0.02 MB/s	       100.0 records/op	  291952 B/op	    1078 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  10650625 ns/op	   9.83 MB/s	       100.0 records/op	  300120 B/op	    1513 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  19888042 ns/op	   5.26 MB/s	       100.0 records/op	  311856 B/op	    1664 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  29370167 ns/op	   3.56 MB/s	       100.0 records/op	  298312 B/op	    1492 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  22201208 ns/op	   4.72 MB/s	       100.0 records/op	  298840 B/op	    1491 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  19807834 ns/op	   5.29 MB/s	       100.0 records/op	  299304 B/op	    1521 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  36625083 ns/op	   2.86 MB/s	       100.0 records/op	  297240 B/op	    1485 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  32619333 ns/op	   3.21 MB/s	       100.0 records/op	  297512 B/op	    1489 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  20046125 ns/op	   5.22 MB/s	       100.0 records/op	  297416 B/op	    1488 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  16592708 ns/op	   6.31 MB/s	       100.0 records/op	  311008 B/op	    1682 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  24800666 ns/op	   4.22 MB/s	       100.0 records/op	  311360 B/op	    1691 allocs/op
BenchmarkEquivalentReplay/100-records/1024B/none/golib-policy-16       	       1	  25585166 ns/op	   4.09 MB/s	       100.0 records/op	  310664 B/op	    1661 allocs/op
