benchmark-tls-broker-runtime=Apache Kafka 4.3.1 OpenSSL 3.5.7 TLS 1.3
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/golib-policy-16         	      10	  13114404 ns/op	   0.01 MB/s	    5471 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  37179254 ns/op	         1.000 connections/op	 1248328 B/op	   10064 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  32417442 ns/op	         1.000 connections/op	 1247248 B/op	   10077 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  26018888 ns/op	         1.000 connections/op	 1250024 B/op	   10112 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  23823812 ns/op	         1.000 connections/op	 1250234 B/op	   10120 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  24017392 ns/op	         1.000 connections/op	 1248899 B/op	   10142 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  29366500 ns/op	         1.000 connections/op	 1253312 B/op	   10186 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  61016121 ns/op	         1.000 connections/op	 1253606 B/op	   10206 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  30675908 ns/op	         1.000 connections/op	 1255957 B/op	   10233 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  55029896 ns/op	         1.000 connections/op	 1254000 B/op	   10246 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  35101992 ns/op	         1.000 connections/op	  423661 B/op	    2967 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  28717042 ns/op	         1.000 connections/op	  421381 B/op	    2973 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  28066550 ns/op	         1.000 connections/op	  421513 B/op	    2969 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  24950887 ns/op	         1.000 connections/op	  422755 B/op	    2981 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  28973312 ns/op	         1.000 connections/op	  419738 B/op	    2960 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  26802392 ns/op	         1.000 connections/op	  421550 B/op	    2979 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  29318025 ns/op	         1.000 connections/op	  422224 B/op	    2973 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  27792200 ns/op	         1.000 connections/op	  421340 B/op	    2969 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  29909696 ns/op	         1.000 connections/op	  421790 B/op	    2971 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/golib-policy-16             	      10	  31480875 ns/op	         1.000 connections/op	  420932 B/op	    2964 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  33353112 ns/op	         1.000 connections/op	  415535 B/op	    2896 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  28117108 ns/op	         1.000 connections/op	  417433 B/op	    2907 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  24063946 ns/op	         1.000 connections/op	  416740 B/op	    2904 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  32664571 ns/op	         1.000 connections/op	  417176 B/op	    2898 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  20322162 ns/op	         1.000 connections/op	  416920 B/op	    2898 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  35706892 ns/op	         1.000 connections/op	  416348 B/op	    2897 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  21911038 ns/op	         1.000 connections/op	  414659 B/op	    2887 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  44771225 ns/op	         1.000 connections/op	  414940 B/op	    2888 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  46126317 ns/op	         1.000 connections/op	  415848 B/op	    2891 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/raw-franz-go-16             	      10	  33002013 ns/op	         1.000 connections/op	  414793 B/op	    2892 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  26144954 ns/op	         1.000 connections/op	 1282712 B/op	   10761 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  25904967 ns/op	         1.000 connections/op	 1290452 B/op	   10771 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  32475892 ns/op	         1.000 connections/op	 1294109 B/op	   10811 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  33063896 ns/op	         1.000 connections/op	 1290931 B/op	   10811 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  36447875 ns/op	         1.000 connections/op	 1293658 B/op	   10843 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  26561875 ns/op	         1.000 connections/op	 1293121 B/op	   10859 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  21790483 ns/op	         1.000 connections/op	 1293786 B/op	   10883 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  20201783 ns/op	         1.000 connections/op	 1301550 B/op	   10950 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  19000767 ns/op	         1.000 connections/op	 1297065 B/op	   10935 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-512/sarama-16                   	      10	  23809133 ns/op	         1.000 connections/op	 1300585 B/op	   10978 allocs/op
PASS
ok  	github.com/faustbrian/golib/pkg/kafka/benchmarks/clients	124.004s
